benchmark,outputVar,timeTaken(ms)
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_420.dqdimacs,4,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_420.dqdimacs,6,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_420.dqdimacs,23,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_420.dqdimacs,28,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_420.dqdimacs,31,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_442.dqdimacs,12,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_442.dqdimacs,19,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_442.dqdimacs,26,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_442.dqdimacs,28,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_442.dqdimacs,30,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_442.dqdimacs,32,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_444.dqdimacs,7,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_444.dqdimacs,17,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_444.dqdimacs,22,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_444.dqdimacs,25,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_444.dqdimacs,29,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_455.dqdimacs,14,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_455.dqdimacs,24,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_455.dqdimacs,29,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_455.dqdimacs,31,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_455.dqdimacs,33,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_457.dqdimacs,19,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_457.dqdimacs,25,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_457.dqdimacs,27,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_457.dqdimacs,28,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_457.dqdimacs,30,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_457.dqdimacs,32,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_470.dqdimacs,13,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_470.dqdimacs,15,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_470.dqdimacs,24,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_470.dqdimacs,26,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_470.dqdimacs,27,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_470.dqdimacs,29,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_474.dqdimacs,21,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_474.dqdimacs,25,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_474.dqdimacs,26,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_474.dqdimacs,27,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_474.dqdimacs,29,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_474.dqdimacs,31,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_485.dqdimacs,9,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_485.dqdimacs,19,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_485.dqdimacs,22,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_485.dqdimacs,26,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_485.dqdimacs,29,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_485.dqdimacs,33,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_510.dqdimacs,6,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_510.dqdimacs,10,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_510.dqdimacs,13,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_510.dqdimacs,17,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_510.dqdimacs,26,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_510.dqdimacs,28,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_512.dqdimacs,9,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_512.dqdimacs,14,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_512.dqdimacs,25,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_512.dqdimacs,27,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_512.dqdimacs,29,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_512.dqdimacs,30,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_518.dqdimacs,5,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_518.dqdimacs,16,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_518.dqdimacs,28,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_518.dqdimacs,30,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_518.dqdimacs,31,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_518.dqdimacs,32,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_523.dqdimacs,6,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_523.dqdimacs,15,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_523.dqdimacs,20,29
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_523.dqdimacs,22,29
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_523.dqdimacs,24,29
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_560.dqdimacs,10,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_560.dqdimacs,21,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_560.dqdimacs,27,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_560.dqdimacs,28,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_560.dqdimacs,30,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_560.dqdimacs,31,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_583.dqdimacs,7,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_583.dqdimacs,16,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_583.dqdimacs,21,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_583.dqdimacs,22,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_583.dqdimacs,24,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_583.dqdimacs,27,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_584.dqdimacs,4,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_584.dqdimacs,7,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_584.dqdimacs,11,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_584.dqdimacs,16,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_584.dqdimacs,22,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_584.dqdimacs,29,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_591.dqdimacs,7,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_591.dqdimacs,17,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_591.dqdimacs,25,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_591.dqdimacs,27,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_591.dqdimacs,29,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_591.dqdimacs,30,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_594.dqdimacs,6,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_594.dqdimacs,8,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_594.dqdimacs,10,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_594.dqdimacs,18,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_594.dqdimacs,23,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_594.dqdimacs,31,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_614.dqdimacs,11,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_614.dqdimacs,14,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_614.dqdimacs,21,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_614.dqdimacs,24,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_614.dqdimacs,26,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_614.dqdimacs,29,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_635.dqdimacs,21,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_635.dqdimacs,25,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_635.dqdimacs,27,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_635.dqdimacs,28,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_635.dqdimacs,29,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_635.dqdimacs,33,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_663.dqdimacs,10,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_663.dqdimacs,17,29
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_663.dqdimacs,22,29
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_663.dqdimacs,27,29
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_663.dqdimacs,30,29
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_663.dqdimacs,32,29
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_664.dqdimacs,6,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_664.dqdimacs,16,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_664.dqdimacs,21,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_664.dqdimacs,24,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_664.dqdimacs,27,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_664.dqdimacs,31,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_67.dqdimacs,2,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_67.dqdimacs,10,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_67.dqdimacs,21,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_67.dqdimacs,24,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_67.dqdimacs,26,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_67.dqdimacs,28,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_683.dqdimacs,15,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_683.dqdimacs,27,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_683.dqdimacs,29,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_683.dqdimacs,30,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_683.dqdimacs,31,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_683.dqdimacs,32,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_692.dqdimacs,2,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_692.dqdimacs,15,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_692.dqdimacs,27,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_692.dqdimacs,28,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_692.dqdimacs,30,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_692.dqdimacs,32,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_739.dqdimacs,6,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_739.dqdimacs,8,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_739.dqdimacs,19,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_739.dqdimacs,21,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_739.dqdimacs,24,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_739.dqdimacs,26,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_750.dqdimacs,10,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_750.dqdimacs,19,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_750.dqdimacs,23,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_750.dqdimacs,25,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_750.dqdimacs,27,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_750.dqdimacs,30,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_758.dqdimacs,17,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_758.dqdimacs,25,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_758.dqdimacs,29,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_758.dqdimacs,31,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_758.dqdimacs,33,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_758.dqdimacs,35,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_778.dqdimacs,20,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_778.dqdimacs,23,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_778.dqdimacs,27,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_778.dqdimacs,29,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_778.dqdimacs,30,33
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_778.dqdimacs,34,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_795.dqdimacs,22,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_795.dqdimacs,27,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_795.dqdimacs,28,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_795.dqdimacs,29,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_795.dqdimacs,31,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_795.dqdimacs,32,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_818.dqdimacs,6,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_818.dqdimacs,20,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_818.dqdimacs,23,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_818.dqdimacs,24,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_818.dqdimacs,25,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_818.dqdimacs,28,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_819.dqdimacs,5,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_819.dqdimacs,10,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_819.dqdimacs,26,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_819.dqdimacs,30,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_819.dqdimacs,31,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_819.dqdimacs,33,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_825.dqdimacs,8,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_825.dqdimacs,12,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_825.dqdimacs,20,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_825.dqdimacs,25,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_825.dqdimacs,29,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_82.dqdimacs,13,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_82.dqdimacs,22,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_82.dqdimacs,24,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_82.dqdimacs,25,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_82.dqdimacs,27,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_82.dqdimacs,30,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_835.dqdimacs,9,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_835.dqdimacs,12,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_835.dqdimacs,15,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_835.dqdimacs,19,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_835.dqdimacs,22,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_835.dqdimacs,27,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_842.dqdimacs,9,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_842.dqdimacs,17,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_842.dqdimacs,27,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_842.dqdimacs,28,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_842.dqdimacs,30,34
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_842.dqdimacs,31,33
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_854.dqdimacs,20,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_854.dqdimacs,23,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_854.dqdimacs,28,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_854.dqdimacs,29,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_854.dqdimacs,32,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_854.dqdimacs,33,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_871.dqdimacs,11,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_871.dqdimacs,19,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_871.dqdimacs,24,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_871.dqdimacs,26,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_871.dqdimacs,28,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_871.dqdimacs,30,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_877.dqdimacs,12,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_877.dqdimacs,21,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_877.dqdimacs,29,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_877.dqdimacs,31,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_877.dqdimacs,32,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_877.dqdimacs,34,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_890.dqdimacs,12,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_890.dqdimacs,16,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_890.dqdimacs,24,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_890.dqdimacs,26,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_890.dqdimacs,29,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_890.dqdimacs,31,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_906.dqdimacs,28,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_906.dqdimacs,29,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_906.dqdimacs,30,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_906.dqdimacs,31,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_906.dqdimacs,32,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_906.dqdimacs,33,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_909.dqdimacs,7,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_909.dqdimacs,19,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_909.dqdimacs,24,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_909.dqdimacs,25,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_909.dqdimacs,27,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_909.dqdimacs,29,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_948.dqdimacs,7,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_948.dqdimacs,14,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_948.dqdimacs,17,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_948.dqdimacs,28,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_948.dqdimacs,31,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_948.dqdimacs,33,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_950.dqdimacs,2,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_950.dqdimacs,5,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_950.dqdimacs,8,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_950.dqdimacs,18,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_950.dqdimacs,30,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_950.dqdimacs,31,32
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_95.dqdimacs,5,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_95.dqdimacs,14,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_95.dqdimacs,17,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_95.dqdimacs,20,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_95.dqdimacs,21,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_95.dqdimacs,26,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_967.dqdimacs,12,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_967.dqdimacs,18,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_967.dqdimacs,23,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_967.dqdimacs,26,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_967.dqdimacs,28,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_967.dqdimacs,30,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_994.dqdimacs,6,31
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_994.dqdimacs,12,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_994.dqdimacs,24,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_994.dqdimacs,26,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_994.dqdimacs,27,30
./benchmark_tests/afterhqspre/PEC1/pec_bit_cell_arbiter_6_994.dqdimacs,29,30
./benchmark_tests/afterhqspre/PEC1/pec_look_ahead_arbiter_2_727.dqdimacs,10,31
./benchmark_tests/afterhqspre/PEC1/pec_look_ahead_arbiter_2_727.dqdimacs,23,31
./benchmark_tests/afterhqspre/PEC1/pec_look_ahead_arbiter_2_727.dqdimacs,24,31
./benchmark_tests/afterhqspre/PEC1/pec_look_ahead_arbiter_2_727.dqdimacs,26,30
./benchmark_tests/afterhqspre/PEC1/pec_look_ahead_arbiter_4_125.dqdimacs,29,33
./benchmark_tests/afterhqspre/PEC1/pec_look_ahead_arbiter_4_125.dqdimacs,30,32
./benchmark_tests/afterhqspre/PEC1/pec_look_ahead_arbiter_4_125.dqdimacs,31,32
./benchmark_tests/afterhqspre/PEC1/pec_look_ahead_arbiter_4_125.dqdimacs,33,32
