tc_name, numTrue, numFalse, numBoth,
bloem_mv20y.dqdimacs, 0, 0, 21
bloem_mv4n.dqdimacs, 0, 1, 3
bloem_mv9y.dqdimacs, 0, 0, 8
bloem_mvs4n.dqdimacs, 0, 0, 3
bloem_mvs8n.dqdimacs, 0, 0, 9
bloem_mvs8y.dqdimacs, 0, 0, 9
bloem_stay12y.dqdimacs, 2, 1, 12
bloem_stay4n.dqdimacs, 0, 2, 3
bloem_stay4y.dqdimacs, 0, 1, 2
bloem_stay6n.dqdimacs, 3, 1, 5
bloem_stay6y.dqdimacs, 3, 1, 5
kullmann_DeQuBlRaGe_28_57_3551281699345079841.dqdimacs, 1, 1, 12
kullmann_DeQuBlRaGe_28_57_3551281699345079858.dqdimacs, 2, 3, 8
kullmann_DeQuBlRaGe_28_57_3551281699345079867.dqdimacs, 3, 0, 9
kullmann_DeQuBlRaGe_28_57_3551281699345079868.dqdimacs, 1, 2, 9
kullmann_DeQuBlRaGe_28_57_3551281699345079870.dqdimacs, 0, 0, 14
kullmann_DeQuBlRaGe_28_57_3551281699345079872.dqdimacs, 0, 2, 12
kullmann_DeQuBlRaGe_28_57_3551281699345079876.dqdimacs, 1, 2, 10
kullmann_DeQuBlRaGe_28_57_3551281699345079892.dqdimacs, 1, 1, 11
kullmann_DeQuBlRaGe_28_57_3551281699345079906.dqdimacs, 0, 4, 8
kullmann_DeQuBlRaGe_28_57_3551281699345079926.dqdimacs, 1, 2, 10
kullmann_DeQuBlRaGe_28_57_3551281699345079936.dqdimacs, 1, 3, 9
kullmann_DeQuBlRaGe_28_57_3551281699345079939.dqdimacs, 0, 0, 13
kullmann_DeQuBlRaGe_28_57_3551281699345079952.dqdimacs, 1, 3, 10
kullmann_DeQuBlRaGe_28_57_3551281699345079954.dqdimacs, 2, 0, 12
kullmann_DeQuBlRaGe_28_57_3551281699345079959.dqdimacs, 1, 1, 10
kullmann_DeQuBlRaGe_28_57_3551281699345079963.dqdimacs, 2, 2, 10
kullmann_DeQuBlRaGe_28_57_3551281699345079974.dqdimacs, 3, 2, 7
kullmann_DeQuBlRaGe_28_57_3551281699345080002.dqdimacs, 1, 0, 13
kullmann_DeQuBlRaGe_28_57_3551281699345080028.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy_noUnit.dqdimacs, 0, 0, 0
copy_noUnit.dqdimacs, 0, 0, 0
noUnit.dqdimacs, 0, 0, 0
noUnit.dqdimacs, 0, 0, 0
noUnit.dqdimacs, 1, 0, 0
noUnit.dqdimacs, 1, 0, 0
noUnit.dqdimacs, 2, 0, 0
noUnit.dqdimacs, 0, 0, 0
noUnit.dqdimacs, 0, 0, 0
copy_noUnit.dqdimacs, 0, 0, 0
copy_noUnit.dqdimacs, 0, 0, 0
copy_noUnit.dqdimacs, 0, 0, 0
copy_noUnit.dqdimacs, 0, 0, 0
copy_noUnit.dqdimacs, 0, 0, 0
copy_noUnit.dqdimacs, 0, 0, 0
copy_noUnit.dqdimacs, 0, 0, 0
noUnit2.dqdimacs, 1, 0, 0
noUnit3.dqdimacs, 0, 0, 0
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit1.dqdimacs, 0, 0, 0
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit4.dqdimacs, 0, 1, 1
noUnit1.dqdimacs, 0, 0, 0
noUnit1.dqdimacs, 0, 0, 0
noUnit1.dqdimacs, 0, 0, 0
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
noUnit.dqdimacs, 0, 0, 0
unit.dqdimacs, 0, 0, 2
unit.dqdimacs, 0, 0, 2
unit.dqdimacs, 0, 0, 2
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
copy.dqdimacs, 1, 1, 12
